GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(PlayerName-1),FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(PlayerName-1),PlayerType(PlayerType-1),PlayerType(PlayerType-0),Winner(PlayerIdx)
-1621553363,TicTacToe,0,GAME_OVER,5,4,2,57,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
2021511387,TicTacToe,0,GAME_OVER,7,6,2,58,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-1677040338,TicTacToe,0,GAME_OVER,5,4,2,59,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
1955989905,TicTacToe,0,GAME_OVER,5,4,2,60,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-1876231119,TicTacToe,0,GAME_OVER,5,4,2,61,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-1294795098,TicTacToe,0,GAME_OVER,5,4,2,62,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
127372284,TicTacToe,0,GAME_OVER,5,4,2,63,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-991207967,TicTacToe,0,GAME_OVER,9,8,2,64,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
1049258221,TicTacToe,0,GAME_OVER,5,4,2,65,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-2039767727,TicTacToe,0,GAME_OVER,5,4,2,66,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
1908179359,TicTacToe,0,GAME_OVER,5,4,2,67,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
1115136563,TicTacToe,0,GAME_OVER,5,4,2,68,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-1493045323,TicTacToe,0,GAME_OVER,5,4,2,69,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-394703714,TicTacToe,0,GAME_OVER,5,4,2,70,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-432712488,TicTacToe,0,GAME_OVER,5,4,2,71,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
491282519,TicTacToe,0,GAME_OVER,7,6,2,72,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-884033504,TicTacToe,0,GAME_OVER,9,8,2,73,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
991772015,TicTacToe,0,GAME_OVER,7,6,2,74,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-835279488,TicTacToe,0,GAME_OVER,9,8,2,75,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
288423849,TicTacToe,0,GAME_OVER,5,4,2,76,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
306462715,TicTacToe,0,GAME_OVER,5,4,2,77,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-1595934290,TicTacToe,0,GAME_OVER,9,8,2,78,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
372545689,TicTacToe,0,GAME_OVER,5,4,2,79,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-1791317608,TicTacToe,0,GAME_OVER,5,4,2,80,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
594493312,TicTacToe,0,GAME_OVER,5,4,2,81,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
1375946348,TicTacToe,0,GAME_OVER,5,4,2,82,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-1004766817,TicTacToe,0,GAME_OVER,5,4,2,83,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
714044006,TicTacToe,0,GAME_OVER,7,6,2,84,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
1418075335,TicTacToe,0,GAME_OVER,5,4,2,85,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
1141736524,TicTacToe,0,GAME_OVER,5,4,2,86,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
443981092,TicTacToe,0,GAME_OVER,7,6,2,87,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-68629972,TicTacToe,0,GAME_OVER,5,4,2,88,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
1822990971,TicTacToe,0,GAME_OVER,7,6,2,89,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
268448290,TicTacToe,0,GAME_OVER,5,4,2,90,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
1043028123,TicTacToe,0,GAME_OVER,9,8,2,91,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-1199211999,TicTacToe,0,GAME_OVER,5,4,2,92,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
1398271441,TicTacToe,0,GAME_OVER,5,4,2,93,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
648115670,TicTacToe,0,GAME_OVER,5,4,2,94,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
1962877811,TicTacToe,0,GAME_OVER,5,4,2,95,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-1960070630,TicTacToe,0,GAME_OVER,5,4,2,96,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
36358070,TicTacToe,0,GAME_OVER,5,4,2,97,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
375050126,TicTacToe,0,GAME_OVER,7,6,2,98,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
1468478823,TicTacToe,0,GAME_OVER,5,4,2,99,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-218109356,TicTacToe,0,GAME_OVER,5,4,2,100,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-3023545,TicTacToe,0,GAME_OVER,5,4,2,101,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
1504533260,TicTacToe,0,GAME_OVER,7,6,2,102,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
731461140,TicTacToe,0,GAME_OVER,7,6,2,103,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-784229007,TicTacToe,0,GAME_OVER,5,4,2,104,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-1136489594,TicTacToe,0,GAME_OVER,5,4,2,105,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-362921133,TicTacToe,0,GAME_OVER,7,6,2,106,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
1364054475,TicTacToe,0,GAME_OVER,5,4,2,107,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
814423744,TicTacToe,0,GAME_OVER,9,8,2,108,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
1075196489,TicTacToe,0,GAME_OVER,5,4,2,109,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-1568387951,TicTacToe,0,GAME_OVER,9,8,2,110,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-1781053528,TicTacToe,0,GAME_OVER,5,4,2,111,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-1606283071,TicTacToe,0,GAME_OVER,5,4,2,112,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-543735179,TicTacToe,0,GAME_OVER,7,6,2,113,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
1674156088,TicTacToe,0,GAME_OVER,5,4,2,114,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
166348003,TicTacToe,0,GAME_OVER,7,6,2,115,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-1111867417,TicTacToe,0,GAME_OVER,9,8,2,116,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-1814791316,TicTacToe,0,GAME_OVER,5,4,2,117,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-1933375635,TicTacToe,0,GAME_OVER,5,4,2,118,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-427253403,TicTacToe,0,GAME_OVER,5,4,2,119,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-194714209,TicTacToe,0,GAME_OVER,7,6,2,120,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-2069492797,TicTacToe,0,GAME_OVER,7,6,2,121,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-1770987610,TicTacToe,0,GAME_OVER,9,8,2,122,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
803393950,TicTacToe,0,GAME_OVER,7,6,2,123,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
729978769,TicTacToe,0,GAME_OVER,5,4,2,124,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
1696041272,TicTacToe,0,GAME_OVER,5,4,2,125,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-820865651,TicTacToe,0,GAME_OVER,7,6,2,126,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
1274945941,TicTacToe,0,GAME_OVER,5,4,2,127,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
309225253,TicTacToe,0,GAME_OVER,5,4,2,128,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-211487773,TicTacToe,0,GAME_OVER,5,4,2,129,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
900850219,TicTacToe,0,GAME_OVER,7,6,2,130,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
656084288,TicTacToe,0,GAME_OVER,5,4,2,131,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-654510776,TicTacToe,0,GAME_OVER,7,6,2,132,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
367540394,TicTacToe,0,GAME_OVER,5,4,2,133,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
157779522,TicTacToe,0,GAME_OVER,5,4,2,134,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-742897131,TicTacToe,0,GAME_OVER,5,4,2,135,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
936541807,TicTacToe,0,GAME_OVER,5,4,2,136,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
1110959865,TicTacToe,0,GAME_OVER,5,4,2,137,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-492937223,TicTacToe,0,GAME_OVER,5,4,2,138,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-1127983648,TicTacToe,0,GAME_OVER,5,4,2,139,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-650173733,TicTacToe,0,GAME_OVER,5,4,2,140,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-1567683149,TicTacToe,0,GAME_OVER,5,4,2,141,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
968865470,TicTacToe,0,GAME_OVER,7,6,2,142,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
2002296535,TicTacToe,0,GAME_OVER,5,4,2,143,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
375451423,TicTacToe,0,GAME_OVER,7,6,2,144,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-2103348381,TicTacToe,0,GAME_OVER,5,4,2,145,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
1342038375,TicTacToe,0,GAME_OVER,5,4,2,146,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
1400281323,TicTacToe,0,GAME_OVER,7,6,2,147,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-96507681,TicTacToe,0,GAME_OVER,5,4,2,148,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
528391606,TicTacToe,0,GAME_OVER,5,4,2,149,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
580954778,TicTacToe,0,GAME_OVER,5,4,2,150,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-638561184,TicTacToe,0,GAME_OVER,5,4,2,151,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-41114663,TicTacToe,0,GAME_OVER,5,4,2,152,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-380019667,TicTacToe,0,GAME_OVER,5,4,2,153,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-1450633361,TicTacToe,0,GAME_OVER,9,8,2,154,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
640379295,TicTacToe,0,GAME_OVER,7,6,2,155,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-1644944599,TicTacToe,0,GAME_OVER,5,4,2,156,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
1899022862,TicTacToe,0,GAME_OVER,7,6,2,157,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
1155036243,TicTacToe,0,GAME_OVER,7,6,2,158,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
1174818378,TicTacToe,0,GAME_OVER,5,4,2,159,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
60820168,TicTacToe,0,GAME_OVER,9,8,2,160,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-1431110757,TicTacToe,0,GAME_OVER,7,6,2,161,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
906021935,TicTacToe,0,GAME_OVER,9,8,2,162,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-1642764399,TicTacToe,0,GAME_OVER,5,4,2,163,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
1260479829,TicTacToe,0,GAME_OVER,7,6,2,164,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
1535167110,TicTacToe,0,GAME_OVER,5,4,2,165,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
-62706232,TicTacToe,0,GAME_OVER,5,4,2,166,2,BasicMCTS,2,1,1,osla,BasicMCTS,-1.0,1.0,osla,osla,BasicMCTS,0
