GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(PlayerName-1),OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(PlayerName-1),PlayerType(PlayerType-1),PlayerType(PlayerType-0),Winner(PlayerIdx)
346665430,CantStop,0,GAME_OVER,110,48,2,2,BasicMCTS,0.0,3.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
879079583,CantStop,0,GAME_OVER,90,38,2,3,BasicMCTS,0.0,3.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
-619666105,CantStop,0,GAME_OVER,56,20,2,4,BasicMCTS,0.0,3.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
503938916,CantStop,0,GAME_OVER,117,48,2,5,BasicMCTS,0.0,3.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
-428737539,CantStop,0,GAME_OVER,81,36,2,6,BasicMCTS,0.0,3.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
-1745970416,CantStop,0,GAME_OVER,57,28,2,7,BasicMCTS,0.0,3.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
-1436161366,CantStop,0,GAME_OVER,79,32,2,8,BasicMCTS,0.0,3.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
-1151041315,CantStop,0,GAME_OVER,77,26,2,9,BasicMCTS,0.0,3.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
697067980,CantStop,0,GAME_OVER,124,52,2,10,BasicMCTS,0.0,3.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
1168140970,CantStop,0,GAME_OVER,92,36,2,11,BasicMCTS,0.0,3.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
-1491060889,CantStop,0,GAME_OVER,77,24,2,12,BasicMCTS,0.0,3.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
-1819802610,CantStop,0,GAME_OVER,92,36,2,13,BasicMCTS,0.0,3.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
-2121274456,CantStop,0,GAME_OVER,95,38,2,14,BasicMCTS,0.0,3.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
259280696,CantStop,0,GAME_OVER,85,30,2,15,BasicMCTS,0.0,4.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
1706137030,CantStop,0,GAME_OVER,99,40,2,16,BasicMCTS,0.0,3.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
545138396,CantStop,0,GAME_OVER,113,48,2,17,BasicMCTS,0.0,3.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
1376458976,CantStop,0,GAME_OVER,101,50,2,18,BasicMCTS,0.0,3.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
1195311045,CantStop,0,GAME_OVER,81,36,2,19,BasicMCTS,0.0,3.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
813477029,CantStop,0,GAME_OVER,83,34,2,20,BasicMCTS,0.0,3.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
-1466178614,CantStop,0,GAME_OVER,85,40,2,21,BasicMCTS,0.0,3.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
-118322159,CantStop,0,GAME_OVER,75,32,2,22,BasicMCTS,0.0,3.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
-1428166355,CantStop,0,GAME_OVER,79,34,2,23,BasicMCTS,0.0,3.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
1144294523,CantStop,0,GAME_OVER,91,38,2,24,BasicMCTS,0.0,4.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
2100098225,CantStop,0,GAME_OVER,77,26,2,25,BasicMCTS,0.0,3.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
23994827,CantStop,0,GAME_OVER,67,24,2,26,BasicMCTS,0.0,3.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
1662792176,CantStop,0,GAME_OVER,104,42,2,27,BasicMCTS,0.0,3.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
2013120665,CantStop,0,GAME_OVER,101,52,2,28,BasicMCTS,0.0,3.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
-1880183632,CantStop,0,GAME_OVER,87,40,2,29,BasicMCTS,0.0,3.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
