GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(PlayerName-1),OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(PlayerName-1),PlayerType(PlayerType-1),PlayerType(PlayerType-0),Winner(PlayerIdx)
-1548656463,Connect4,6,GAME_OVER,14,1,2,82,rmhc,1.0,-1.0,Random,1,rmhc,1,2,2,Random,Random,rmhc,1
-653656736,Connect4,4,GAME_OVER,9,0,2,83,rmhc,-1.0,1.0,Random,2,rmhc,2,1,1,Random,Random,rmhc,0
-400394132,Connect4,11,GAME_OVER,23,0,2,84,rmhc,-1.0,1.0,Random,2,rmhc,2,1,1,Random,Random,rmhc,0
-1422203009,Connect4,4,GAME_OVER,10,1,2,85,rmhc,1.0,-1.0,Random,1,rmhc,1,2,2,Random,Random,rmhc,1
-1113178468,Connect4,13,GAME_OVER,27,0,2,86,rmhc,-1.0,1.0,Random,2,rmhc,2,1,1,Random,Random,rmhc,0
-175367348,Connect4,8,GAME_OVER,17,0,2,87,rmhc,-1.0,1.0,Random,2,rmhc,2,1,1,Random,Random,rmhc,0
1362911089,Connect4,6,GAME_OVER,13,0,2,88,rmhc,-1.0,1.0,Random,2,rmhc,2,1,1,Random,Random,rmhc,0
-347120262,Connect4,5,GAME_OVER,11,0,2,89,rmhc,-1.0,1.0,Random,2,rmhc,2,1,1,Random,Random,rmhc,0
1416514647,Connect4,4,GAME_OVER,9,0,2,90,rmhc,-1.0,1.0,Random,2,rmhc,2,1,1,Random,Random,rmhc,0
-1570736736,Connect4,4,GAME_OVER,9,0,2,91,rmhc,-1.0,1.0,Random,2,rmhc,2,1,1,Random,Random,rmhc,0
-1532681659,Connect4,8,GAME_OVER,17,0,2,92,rmhc,-1.0,1.0,Random,2,rmhc,2,1,1,Random,Random,rmhc,0
2038358424,Connect4,10,GAME_OVER,21,0,2,93,rmhc,-1.0,1.0,Random,2,rmhc,2,1,1,Random,Random,rmhc,0
1950377550,Connect4,12,GAME_OVER,26,1,2,94,rmhc,1.0,-1.0,Random,1,rmhc,1,2,2,Random,Random,rmhc,1
-389679841,Connect4,7,GAME_OVER,15,0,2,95,rmhc,-1.0,1.0,Random,2,rmhc,2,1,1,Random,Random,rmhc,0
-1652369011,Connect4,8,GAME_OVER,17,0,2,96,rmhc,-1.0,1.0,Random,2,rmhc,2,1,1,Random,Random,rmhc,0
649728961,Connect4,4,GAME_OVER,9,0,2,97,rmhc,-1.0,1.0,Random,2,rmhc,2,1,1,Random,Random,rmhc,0
1939385821,Connect4,4,GAME_OVER,9,0,2,98,rmhc,-1.0,1.0,Random,2,rmhc,2,1,1,Random,Random,rmhc,0
-765151654,Connect4,6,GAME_OVER,13,0,2,99,rmhc,-1.0,1.0,Random,2,rmhc,2,1,1,Random,Random,rmhc,0
-382843140,Connect4,9,GAME_OVER,19,0,2,100,rmhc,-1.0,1.0,Random,2,rmhc,2,1,1,Random,Random,rmhc,0
1616233144,Connect4,4,GAME_OVER,9,0,2,101,rmhc,-1.0,1.0,Random,2,rmhc,2,1,1,Random,Random,rmhc,0
